"Country Name","Country Code","Indicator Name","Indicator Code",Attribute,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,
"Arab World","489","Exports of goods and services, billions of US dollars","BX_USD","Value","1466781946832.02000000","1416913413002.97000000","1042368130928.22010000","961588462129.74695000","1091691115716.03990000","1286401271249.67990000","1233382343146.87010000","930128313170.97083000","1269595868218.75000000","1762915268941.51000000","1594112902540.86990000",
"Arab World","489","Gross domestic product, current prices, billions of US dollars","NGDPD_USD","Value","2840144679100.97020000","2890809111364.27980000","2549479636407.37990000","2507995847338.16990000","2542566476886.16990000","2824718779730.54980000","2846688494219.54000000","2524392045289.04000000","2905773910343.00980000","3501534803088.33010000","3403136575855.47020000",
"Arab World","489","Total revenue Excl. grants, Gen govt, percent of GDP","GGRXG_GDP_GDP_PT","Value","38.11407183","34.12361598","27.04789118","24.59221371","26.51326622","30.42917569","30.50153010","27.45557317","29.50277741","32.71945544","31.40601439",
"West Bank and Gaza","487","Broad money, percent change","FMB_PCH_PT","Value","10.73009071","7.18039964","10.35318746","10.03180148","12.66944148","3.80838805","9.99774793","13.87411391","8.25743526","-0.12446090",,
"West Bank and Gaza","487","Total external debt, in percent of GDP","D_GDP_GDP_PT","Value","12.38714002","12.21381832","11.87678571","10.69499921","9.38191164","9.85739519","11.18777802","12.46365593","11.55981116",,,
"Arab World","489","Consumer price inflation, percent change, year average","PCPI_PCH_PT","Value","4.34214845","4.52490180","4.49007271","5.01410055","6.71754428","7.78466251","3.49740145","6.14042625","9.09991117","8.86544190","12.09792134",
"Arab World","489","Gross domestic product, constant prices, percent change","NGDP_R_PCH_PT","Value","3.32830203","2.72326540","3.78480088","3.80746566","1.76525319","2.87610485","1.71364396","-4.26551163","3.83902702","5.96617760","1.83578969",
"Arab World","489","Gross international reserves, Central Bank, billions of US Dollars","FAFAR_USD","Value","1372268761216.98000000","1338253837081.25000000","1165101747027.43990000","1029573122104.78000000","993319954341.86609000","1030267151024.70000000","1037844581559.77000000","959670162303.25989000","1006418538898.99000000","1060334005323.36000000","1088795667877.18980000",
"Arab World","489","Balance on Current Account, US Dollars","BCA_USD","Value","303774742665.50201000","178998178719.65900000","-122950745461.22899000","-135638759281.16902000","-35069701495.99009700","102497492202.22600000","36316911660.29640200","-98459782812.66999800","121034782732.59901000","378311401378.33606000","181938133481.82999000",
"Arab World","489","Total external debt, in percent of GDP","D_GDP_GDP_PT","Value","29.34491986","30.33139859","38.37908601","44.77256450","49.39938134","48.23377685","55.29684418","68.81516590","61.66917231","52.72321650","50.77696866",
"Arab World","489","Current account balance, in percent of GDP","BCA_GDP_GDP_PT","Value","10.69574888","6.19197504","-4.82258198","-5.40825295","-1.37930323","3.62859103","1.27575995","-3.90033644","4.16532003","10.80415939","5.34618959",
"Arab World","489","Broad money, percent change","FMB_PCH_PT","Value","13.49787076","9.99662344","4.60706921","5.34723619","11.10056679","7.81573760","6.95521478","9.41956546","9.74467480","12.18046275","22.81056097",
"Arab World","489","Core consumer price inflation, percent change, period average","PCPICORE_PCH_PT","Value","4.56192259","5.07169724","4.20555028","4.74173975","7.18204762","8.08108045","4.05679270","6.38510576","10.06311234","7.07400764","10.99455842",
"GCC","450","Gas and condensates exports, millions of barrels per day equivalent","NXGOG","Value","3313235.81385199","3294066.14906032","3295722.78790461","3311125.04335172","3245287.91459037","3405296.24416316","3425211.10450920","3344154.70525814","3347640.62383272","3392152.17594741","3465871.87943118",
"Arab World","489","Central government net lending/borrowing (central govt fiscal balance), in percent of GDP","GCXCNL_GDP_GDP_PT","Value","2.33010962","-1.96577551","-7.74136432","-9.45201174","-5.86229503","-2.92274684","-3.33146662","-8.19189496","-2.95880252","1.75717965","-1.13229378",
"Jordan","439","Central government net lending/borrowing (central govt fiscal balance), in percent of GDP","GCXCNL_GDP_GDP_PT","Value","-10.06691987","-8.47549351","-8.38929966","-3.65740525","-3.56683825","-4.61269212","-5.73941135","-8.61292926","-7.75436209","-7.27231965","-6.99869195",
"Azerbaijan","912","Central government net lending/borrowing (central govt fiscal balance), in percent of GDP","GCXCNL_GDP_GDP_PT","Value","1.64347510","2.74233938","-4.83304259","-1.16992206","-1.34222569","5.42901807","8.95485593","-6.43799765","4.09624470","5.96958407","0.97584413",
"Iraq","433","Central government net lending/borrowing (central govt fiscal balance), in percent of GDP","GCXCNL_GDP_GDP_PT","Value","-6.06228278","-5.63053375","-12.82965397","-14.50230694","-1.50266390","7.78689939","0.84857020","-12.94050635","-0.37473102","7.64224222","-7.67146273",
"Armenia","911","Central government net lending/borrowing (central govt fiscal balance), in percent of GDP","GCXCNL_GDP_GDP_PT","Value","-1.59288555","-1.94269308","-4.83684941","-5.63230874","-4.78505359","-1.75159516","-0.97730094","-5.40274722","-4.58930585","-2.11098045","-2.69224406",
"Iran, Islamic Republic of","429","Central government net lending/borrowing (central govt fiscal balance), in percent of GDP","GCXCNL_GDP_GDP_PT","Value","-0.83077977","-1.04706946","-1.49994009","-1.77313787","-1.61362237","-1.63969599","-4.48305440","-5.76611402","-4.22010503","-4.08531961","-5.45392861",
"Algeria","612","Central government net lending/borrowing (central govt fiscal balance), in percent of GDP","GCXCNL_GDP_GDP_PT","Value","-0.86325603","-7.98482755","-15.67758767","-13.38160734","-8.56109326","-6.84514183","-9.58347544","-11.89878225","-7.19606147","-2.85767169","-8.60939094",
"MENAP","440","Central government net lending/borrowing (central govt fiscal balance), in percent of GDP","GCXCNL_GDP_GDP_PT","Value","1.18967833","-2.04941381","-6.65569541","-7.83520900","-5.13113985","-3.05404022","-3.87184174","-7.92307146","-3.41404570","0.37754848","-2.11330220",
"United Arab Emirates","466","Breakeven external oil price, US dollars per barrel","PZPIOILBE_B_USD","Value","47.76550242","46.20244235","37.88737749","32.26945798","28.92313040","27.73771470","24.34773647","18.47542077","16.78718816","35.31259219","36.51426141",
"Qatar","453","Gas production, millions of barrels per day equivalent","NGDPMG","Value","4395299.29450914","4369406.58921985","4351213.83561644","4394364.09018732","4336657.04109589","4499933.04399374","4515480.15520621","4561028.54771482","4557572.89391168","4701683.04524050","4839414.32489957",
"Algeria","612","Gas and condensates exports, millions of barrels per day equivalent","NXGOG","Value","929787.39195135","881647.42538647","865086.11237513","1035266.68214036","1219565.61643836","1145716.97747469","1018897.93439185","915908.63796613","1185455.28096168","1075895.63350756","1137478.17643723",
"Qatar","453","Gas and condensates exports, millions of barrels per day equivalent","NXGOG","Value","2620319.49937921","2603492.15947438","2601759.86881923","2598982.07668968","2560388.84791737","2636008.07945111","2634099.45318061","2623055.58918931","2605785.70130738","2612949.16977511","2673487.65444811",
"Turkmenistan","925","Gas and condensates exports, millions of barrels per day equivalent","NXGOG","Value","701141.99178082","779915.19452055","695277.64383562","652648.67671233","658933.50684932","651209.73150685","647470.19726027","586877.67945206","790920.10958904","748527.23287671","793056.98630137",
"Kyrgyz Republic","917","Central government net lending/borrowing (central govt fiscal balance), in percent of GDP","GCXCNL_GDP_GDP_PT","Value","-4.02902742","-3.55147510","-2.95335805","-6.40912183","-4.29750254","-1.42449254","-0.61595582","-3.58708573","-1.20413243","-1.57727437","-1.77704255",
"Egypt","469","Central government net lending/borrowing (central govt fiscal balance), in percent of GDP","GCXCNL_GDP_GDP_PT","Value","-12.24288997","-12.30779518","-10.84026080","-11.85320717","-10.38293808","-9.27049908","-7.68318084","-7.52161078","-7.08896460","-6.18167421","-5.94361668",
"Djibouti","611","Central government net lending/borrowing (central govt fiscal balance), in percent of GDP","GCXCNL_GDP_GDP_PT","Value","-4.24535010","-6.85816476","-15.45315373","-8.30332828","-4.51191883","-2.87734356","-0.91756725","-2.31085007","-2.70951077","-1.44337513","-3.60643757",
"Kuwait","443","Central government net lending/borrowing (central govt fiscal balance), in percent of GDP","GCXCNL_GDP_GDP_PT","Value","33.77827130","21.50111301","4.50001593","0.83809593","1.77324973","6.50761721","2.20969447","-11.68204372","-0.34470455","19.05203573","14.01631980",
"Bahrain","419","Central government net lending/borrowing (central govt fiscal balance), in percent of GDP","GCXCNL_GDP_GDP_PT","Value","-8.88230953","-3.45628040","-18.28981961","-17.42761994","-14.02973828","-11.80244327","-8.96389111","-17.91243586","-10.98766067","-6.09843425","-5.01692551",
"Kazakhstan","916","Central government net lending/borrowing (central govt fiscal balance), in percent of GDP","GCXCNL_GDP_GDP_PT","Value","4.89093913","2.42781514","-6.30424925","-4.54724116","-4.30353564","2.54482653","-0.60091355","-7.07031021","-5.00728364","0.05944684","-0.91070572",
"Qatar","453","Breakeven external oil price, US dollars per barrel","PZPIOILBE_B_USD","Value","53.25004398","54.75778118","39.33299213","49.02905892","45.86970005","52.02518943","56.64748660","43.61390837","43.54827339","42.29184420","39.13973708",
"Morocco","686","Central government net lending/borrowing (central govt fiscal balance), in percent of GDP","GCXCNL_GDP_GDP_PT","Value","-4.70175272","-4.77965039","-4.51441874","-4.42613853","-3.23298474","-3.43063844","-3.55094133","-7.14709366","-5.98544077","-5.22134760","-4.90098965",
"Kazakhstan","916","Breakeven external oil price, US dollars per barrel","PZPIOILBE_B_USD","Value","108.29854101","105.70305432","84.46718856","86.71494911","82.67211285","79.95308547","100.98539989","96.25854220","83.03857062","60.05623447","98.30070033",
"Iraq","433","Breakeven external oil price, US dollars per barrel","PZPIOILBE_B_USD","Value","98.82139647","89.72225394","55.56057277","45.21056134","55.52135531","57.88064423","61.29316576","60.73884300","57.35908526","63.17532474","84.57695854",
"Saudi Arabia","456","Central government net lending/borrowing (central govt fiscal balance), in percent of GDP","GCXCNL_GDP_GDP_PT","Value","5.58452432","-3.49460879","-15.47848933","-13.65616306","-8.88745422","-5.45379406","-4.21529469","-10.67992176","-2.25491358","2.50428032","-0.26700591",
"CCA","949","Central government net lending/borrowing (central govt fiscal balance), in percent of GDP","GCXCNL_GDP_GDP_PT","Value","3.74175294","2.20065616","-5.85798325","-4.00882090","-3.78895913","2.74519519","1.19899128","-6.74254353","-3.04367765","1.26324031","-0.66652859",
"Mauritania","682","Central government net lending/borrowing (central govt fiscal balance), in percent of GDP","GCXCNL_GDP_GDP_PT","Value","-0.64825888","-2.43882120","-2.67113807","-0.37785621","-0.03098921","2.32566874","1.98471232","2.18981849","1.76460436","-3.52801941","-2.65424676",
"Yemen, Republic of","474","Central government net lending/borrowing (central govt fiscal balance), in percent of GDP","GCXCNL_GDP_GDP_PT","Value","-6.89711870","-4.13608397","-8.74979320","-8.50702111","-4.90456423","-7.84714669","-5.88573104","-4.45815838","-0.91805825","-2.59645956","-2.67692022",
"Bahrain","419","Breakeven external oil price, US dollars per barrel","PZPIOILBE_B_USD","Value","67.28916383","75.54641793","60.97263902","65.27419269","70.77724565","102.76327144","72.12774247","84.62352343","34.59488503","3.59341837","42.02155926",
"Qatar","453","Central government net lending/borrowing (central govt fiscal balance), in percent of GDP","GCXCNL_GDP_GDP_PT","Value","19.27000950","13.35241881","18.44707193","-9.20306715","-6.82007705","2.25972029","0.98602813","-2.13782383","0.27384274","10.31906542","7.12601308",
"Bahrain","419","Breakeven fiscal oil price, US dollars per barrel","PZPIOILBE_G_USD","Value","147.38478105","111.90091599","118.36195578","106.26598258","112.21934197","118.39780090","99.30064214","120.55060007","131.55923189","136.53726125","108.31669847",
"Lebanon","446","Central government net lending/borrowing (central govt fiscal balance), in percent of GDP","GCXCNL_GDP_GDP_PT","Value","-8.84782397","-6.20831351","-7.48199223","-9.18905868","-6.70166988","-11.01668670","-10.60548731","-4.07254650","1.16158093","-4.92035046",,
"Bahrain","419","Gas production, millions of barrels per day equivalent","NGDPMG","Value","335083.06849315","359223.78082192","370617.04109589","366806.95890411","373823.01369863","381026.46575342","433415.34246575","437374.35616438","454336.27397260","458275.42686575","461347.77401112",
"Libya","672","Gas and condensates exports, millions of barrels per day equivalent","NXGOG","Value","67575.99541660","35116.21234516","29463.80442276","28186.90428493","60305.14219516","69519.85033077","79051.82337266","21559.58819254","86717.45473001","71955.12559261","85280.14885050",
"Oman","449","Gas and condensates exports, millions of barrels per day equivalent","NXGOG","Value","215852.71259508","204182.13698630","196215.56164384","203421.15068493","195288.10958904","275405.69863014","287466.56003040","247558.35616438","252413.48673885","276129.25654880","283296.24083090",
"United Arab Emirates","466","Gas production, millions of barrels per day equivalent","NGDPMG","Value","916789.04109589","911619.17808219","1009846.57534247","1025356.16438356","935745.20547945","911619.17808219","968487.67123288","871983.56164384","1004676.71232877","999506.84931507","1049482.19178082",
"United Arab Emirates","466","Gas and condensates exports, millions of barrels per day equivalent","NXGOG","Value","477063.60187769","486391.85259964","497747.35744154","508721.81597711","489610.95708395","493882.46608191","503645.09129819","473540.75990445","489441.43578649","503073.74962350","509087.98415216",
"Turkmenistan","925","Breakeven fiscal oil price, US dollars per barrel","PZPIOILBE_G_USD","Value","43.62736082","47.52490213","37.30938403","31.09585887","39.08285675","33.04111833","37.60773563","40.48792320","32.34521733","38.44443998","39.00524728",
"MENA","441","Central government net lending/borrowing (central govt fiscal balance), in percent of GDP","GCXCNL_GDP_GDP_PT","Value","1.90430895","-1.83671599","-6.86114589","-8.23946797","-5.16022500","-2.78304892","-3.42417047","-8.01341355","-3.07494466","1.22332271","-1.55898714",
"Turkmenistan","925","Breakeven external oil price, US dollars per barrel","PZPIOILBE_B_USD","Value","53.02934197","49.38280679","45.04337314","41.26265653","45.97120913","26.87616517","31.27935815","25.87131700","21.73048304","32.27029617","31.39221656",
"Iran, Islamic Republic of","429","Gas production, millions of barrels per day equivalent","NGDPMG","Value","2836085.41641359","3050998.58963413","3252045.12533427","3515976.17813621","3766419.82829692","4004824.40704219","4123710.35120848","4236882.15389922","4407622.18099665","4789257.76008294","4991470.86550867",
"Saudi Arabia","456","Breakeven fiscal oil price, US dollars per barrel","PZPIOILBE_G_USD","Value","89.35178688","106.29547828","94.20644135","86.51305838","83.65398068","88.53119575","81.83124822","76.30206178","83.61123011","87.88614925","85.84914374",
"Oman","449","Breakeven fiscal oil price, US dollars per barrel","PZPIOILBE_G_USD","Value","102.11027325","101.45399723","99.46628774","103.80722795","81.89105890","76.66924481","64.68189125","86.39565892","76.66455063","62.73064064","54.27833734",
"Libya","672","Breakeven external oil price, US dollars per barrel","PZPIOILBE_B_USD","Value","104.14861149","197.77548538","97.63569851","75.87780443","39.89289591","41.82565112","47.47619340","57.95689794","69.14966507","57.92352468","52.97661398",
"Kuwait","443","Breakeven fiscal oil price, US dollars per barrel","PZPIOILBE_G_USD","Value","43.24947542","56.01231408","48.72919282","41.53543669","53.83909516","55.62486653","58.78092020","76.63851784","69.07588458","49.00176631","64.81838957",
"Kazakhstan","916","Breakeven fiscal oil price, US dollars per barrel","PZPIOILBE_G_USD","Value","53.44513621","71.65820200","115.68862191","115.46675703","110.93188572","35.24133087","71.45504014","192.09964838","183.52226052","95.52081952","94.43675085",
"Kuwait","443","Breakeven external oil price, US dollars per barrel","PZPIOILBE_B_USD","Value","37.26813857","42.66110267","44.98042718","45.51274399","42.16806292","48.19285110","45.95749830","37.12586221","33.02406646","43.39377469","45.09687921",
"Pakistan","564","Central government net lending/borrowing (central govt fiscal balance), in percent of GDP","GCXCNL_GDP_GDP_PT","Value","-7.45252530","-4.64507519","-5.02553090","-4.55369219","-5.12669614","-5.62871573","-8.22287553","-7.50462412","-6.60349442","-8.18238244","-8.15277297",
"Iraq","433","Breakeven fiscal oil price, US dollars per barrel","PZPIOILBE_G_USD","Value","122.15267173","102.06294538","59.06444765","46.32417046","42.05944379","45.36330368","52.32097171","56.60815377","53.27969322","70.64578202","97.67381509",
"Libya","672","Breakeven fiscal oil price, US dollars per barrel","PZPIOILBE_G_USD","Value","135.59578930","203.71847623","143.01620512","175.19476852","81.53466132","48.40488229","36.10937873","141.72367350","52.17767568","68.02191814","68.22479453",
"Oman","449","Gas production, millions of barrels per day equivalent","NGDPMG","Value","648180.00000000","657360.00000000","694620.00000000","710820.00000000","713160.00000000","762114.34038840","776794.71333617","774826.53635259","840087.19261122","872296.43285196","897593.02940467",
"United Arab Emirates","466","Breakeven fiscal oil price, US dollars per barrel","PZPIOILBE_G_USD","Value","77.35054185","91.64527789","77.75510084","56.36611854","55.53171486","57.42409911","53.93463351","51.72008983","52.95591135","46.43190924","56.04531052",
"Saudi Arabia","456","Gas production, millions of barrels per day equivalent","NGDPMG","Value","1910417.06131725","1953942.16085655","2006004.87607472","2104940.77541212","2155831.66102730","2243216.66856390","2259957.09146363","2276697.51436336","2343659.20596228","2631287.84098285","2727961.37159638",
"GCC","450","Central government net lending/borrowing (central govt fiscal balance), in percent of GDP","GCXCNL_GDP_GDP_PT","Value","8.47109198","1.95531126","-5.98088410","-8.86203036","-5.69817374","-2.47419011","-2.01749408","-7.76383836","-1.52515713","4.20180808","1.92851361",
"Iran, Islamic Republic of","429","Breakeven external oil price, US dollars per barrel","PZPIOILBE_B_USD","Value","61.85228075","59.77711531","31.48119800","31.83759614","35.77630557","30.60576106","49.79232523","36.71635940","44.54079363","54.67388106","47.54936661",
"Kuwait","443","Gas production, millions of barrels per day equivalent","NGDPMG","Value","252419.93386868","250669.81577704","282306.56589513","288467.17052433","281788.37978271","299017.47756259","292187.52952291","292290.50543221","289536.64584457","324553.26155711","310672.53118476",
"Turkmenistan","925","Gas production, millions of barrels per day equivalent","NGDPMG","Value","1192566.76712329","1312972.87671233","1238905.97260274","1195961.64383562","1216641.09589041","1242111.30666638","1210144.30136986","1159695.86521671","1444388.24449975","1417858.28180153","1474360.62630249",
"Iran, Islamic Republic of","429","Breakeven fiscal oil price, US dollars per barrel","PZPIOILBE_G_USD","Value","136.15360942","95.29050757","41.61908941","57.06484376","55.44507722","74.38325109","166.91578733","546.50663924","272.31216371","268.50087451","307.38808250",
"Saudi Arabia","456","Gas and condensates exports, millions of barrels per day equivalent","NXGOG","Value","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000",
"Iraq","433","Core consumer price inflation, percent change, period average","PCPICORE_PCH_PT","Value","2.39311164","1.63544627","1.67189729","-0.19459143","0.43986697","0.14268728","-0.07124199","0.99017744","6.42403326","4.99476596","5.34512033",
"Tunisia","744","Core consumer price inflation, percent change, period average","PCPICORE_PCH_PT","Value","4.56873546","4.26744090","4.67247860","4.37666295","5.42321036","7.48579254","6.90879964","6.65923648","5.68235551","7.13329110","8.13272465",
"Georgia","915","Core consumer price inflation, percent change, period average","PCPICORE_PCH_PT","Value","0.27161669","2.03276174","5.69089654","3.52579138","3.97427026","1.69112467","3.65106974","5.21570663","6.36228772","6.30960614",,
"Morocco","686","Core consumer price inflation, percent change, period average","PCPICORE_PCH_PT","Value","1.25519772","1.39082019","0.74417857","0.74444589","1.19662143","1.30399896","1.24378097","0.43131790","1.86549998","3.83750784","1.93384020",
"Tajikistan","923","Core consumer price inflation, percent change, period average","PCPICORE_PCH_PT","Value","5.27768970","4.59885967","3.85336225","7.07159616","3.33856808","4.21693198","3.89997160","4.13827031","4.85904686","5.50000000","6.50000000",
"GCC","450","Gas production, millions of barrels per day equivalent","NGDPMG","Value","8458188.39928411","8502221.52475755","8714608.89402466","8890755.15941144","8797005.30108398","9096927.17434424","9246322.50322755","9214201.02167120","9489868.92463112","9987602.85681324","10286471.22287730",
"Kazakhstan","916","Gas production, millions of barrels per day equivalent","NGDPMG","Value","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000",
"Azerbaijan","912","Gas production, millions of barrels per day equivalent","NGDPMG","Value","514089.87190086","506328.27190086","533678.67190086","534787.47190086","517114.52054794","551326.02739726","623835.61643836","623835.61643836","793084.93150685","833227.39726027","883857.53424657",
"Azerbaijan","912","Gas and condensates exports, millions of barrels per day equivalent","NXGOG","Value","132084.98630137","145427.58421973","147328.44984000","162739.72602740","175792.31525470","185161.64383562","264414.08219178","276657.53424658","361101.36986301","394278.57534247","439475.80931507",
"Algeria","612","Gas production, millions of barrels per day equivalent","NGDPMG","Value","1450191.78082192","1459232.87671233","1477315.06849315","1697917.80821918","1699726.02739726","1716000.00000000","1593041.09589041","1500821.91780822","1862465.75342466","1787957.21384877","1926041.48191911",
"Iraq","433","Gas production, millions of barrels per day equivalent","NGDPMG","Value","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000",
"United Arab Emirates","466","Central government net lending/borrowing (central govt fiscal balance), in percent of GDP","GCXCNL_GDP_GDP_PT","Value","0.22249374","-0.08359900","-0.09828622","-0.01278113","0.03746163","0.22873082","0.98196483","-0.05041039","0.06968223","0.09099820","0.03989978",
"Oman","449","Breakeven external oil price, US dollars per barrel","PZPIOILBE_B_USD","Value","91.02015758","89.79865391","89.84865937","75.02452691","80.14123633","74.84072313","68.93682840","75.50234417","76.42891869","81.71531373","66.67882749",
"Oman","449","Central government net lending/borrowing (central govt fiscal balance), in percent of GDP","GCXCNL_GDP_GDP_PT","Value","2.77771749","-1.57685472","-13.47189542","-19.61770367","-10.45923864","-6.71929741","-4.83005383","-15.67329272","-3.13448510","7.44415008","6.24903650",
"Azerbaijan","912","Breakeven fiscal oil price, US dollars per barrel","PZPIOILBE_G_USD","Value","103.96985884","89.43205076","68.62562195","48.32779515","61.01879883","56.80691721","42.87277116","65.67747366","57.86054440","67.32163457","79.69970501",
"Azerbaijan","912","Breakeven external oil price, US dollars per barrel","PZPIOILBE_B_USD","Value","85.54990687","71.99771370","67.60615460","64.57723031","57.79743151","73.90055424","79.07163250","64.78609332","69.54201364","110.60421699","76.46309536",
"Iran, Islamic Republic of","429","Gas and condensates exports, millions of barrels per day equivalent","NXGOG","Value","164807.54444435","160284.59824293","144398.28808321","162253.65328291","225658.31851072","267397.91551230","304888.61860047","310986.39097248","317206.11879193","324757.51818705","334874.49960864",
"Saudi Arabia","456","Breakeven external oil price, US dollars per barrel","PZPIOILBE_B_USD","Value","61.06966918","70.92843203","69.04934124","48.76949566","49.90928799","46.80590012","53.31034554","50.82275282","57.12093210","54.44534551","62.21826107",
"Tunisia","744","Central government net lending/borrowing (central govt fiscal balance), in percent of GDP","GCXCNL_GDP_GDP_PT","Value","-7.05166251","-3.06530019","-3.86762507","-5.77239630","-5.64556625","-4.28037316","-3.66982089","-8.72456984","-7.47001717","-6.67168478","-5.20862343",
"Qatar","453","Breakeven fiscal oil price, US dollars per barrel","PZPIOILBE_G_USD","Value","59.79740032","53.38795026","49.19957538","48.98828186","47.20218592","49.64187102","50.65300654","49.26206590","46.99106876","45.25236406","45.50108000",
"Sudan","732","Central government net lending/borrowing (central govt fiscal balance), in percent of GDP","GCXCNL_GDP_GDP_PT","Value","-5.76075510","-4.71845162","-3.86940297","-3.91835672","-6.06939922","-7.92546446","-10.83467714","-5.91769189","-0.28456981","-2.52408490","-4.18575113",
"Algeria","612","Breakeven fiscal oil price, US dollars per barrel","PZPIOILBE_G_USD","Value","108.24207510","135.43810924","107.07577234","103.52894090","91.67766852","101.66915458","106.66090177","89.55081009","111.41962136","109.83878987","118.32303952",
"Algeria","612","Breakeven external oil price, US dollars per barrel","PZPIOILBE_B_USD","Value","108.09235404","115.48986884","96.59829866","89.08115772","90.47071077","102.02666612","97.53886981","80.17057042","79.24514510","68.69813935","69.99885330",
"Kyrgyz Republic","917","Core consumer price inflation, percent change, period average","PCPICORE_PCH_PT","Value","8.91069061","6.88062619","8.36766455","6.78744254","4.36399041","4.60474973","1.28149524","2.74353225","5.88711050","12.49592560","13.94110438",
"Djibouti","611","Core consumer price inflation, percent change, period average","PCPICORE_PCH_PT","Value",,"1.97618705","-2.62523864","0.18803206","-0.26518447","0.12696944","1.75393095","-0.29730450","0.78190054","1.12404553","0.68203090",
"Kazakhstan","916","Core consumer price inflation, percent change, period average","PCPICORE_PCH_PT","Value","4.31944812","6.70667326","7.67287545","15.39898598","6.96420733","6.19282770","7.41568254","7.43437162","7.98840093","15.89407729","14.98529348",
"Saudi Arabia","456","Core consumer price inflation, percent change, period average","PCPICORE_PCH_PT","Value","2.29922559","1.17142246","0.85290020","1.71521012","-1.38854476","2.07835837","-0.29898640","3.48099469","4.89591888","2.41824360","1.79406475",
"Armenia","911","Core consumer price inflation, percent change, period average","PCPICORE_PCH_PT","Value","5.84512825","1.88241691","5.14251082","-2.02203368","0.69570027","3.70448587","1.16617347","1.29606096","7.23216763","8.83955036","2.85373838",
"Jordan","439","Core consumer price inflation, percent change, period average","PCPICORE_PCH_PT","Value","3.15582260","4.56950888","3.30035262","2.14422160","2.99965397","2.27515780","1.33735968","0.73532122","0.87210695","2.81783870","3.31159506",
"CCA","949","Core consumer price inflation, percent change, period average","PCPICORE_PCH_PT","Value","4.33375918","5.97678938","7.21198069","12.42696645","6.00549592","5.46640308","6.18369935","6.45450397","7.51341260","13.71775415","13.42974197",
"GCC","450","Core consumer price inflation, percent change, period average","PCPICORE_PCH_PT","Value","2.29922559","1.17142246","0.85290020","1.85720550","-1.03335833","1.98132611","-0.76862723","3.00832453","4.85644463","2.72203810","1.92640974",
"Bahrain","419","Gas and condensates exports, millions of barrels per day equivalent","NXGOG","Value","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000",
"Iraq","433","Gas and condensates exports, millions of barrels per day equivalent","NXGOG","Value","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000",
"Afghanistan","512","Central government net lending/borrowing (central govt fiscal balance), in percent of GDP","GCXCNL_GDP_GDP_PT","Value","-0.63094557","-1.71879681","-1.37770033","0.12725798","-0.67310591","1.63419574","-1.05808112","-2.24279939","-0.32878684",,,
"Kazakhstan","916","Gas and condensates exports, millions of barrels per day equivalent","NXGOG","Value","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000",
"Libya","672","Gas production, millions of barrels per day equivalent","NGDPMG","Value","214849.23606995","144349.41640203","131050.68419565","121646.83367599","144419.07864711","156998.34424080","162156.39258719","97184.74617776","180661.36402084","149906.51165127","177666.97677188",
"MENAP","440","Core consumer price inflation, percent change, period average","PCPICORE_PCH_PT","Value","11.77333006","8.11019052","6.01193540","5.46102509","7.02251970","11.30365250","8.96244526","11.45020581","14.28135452","13.20862943","17.64063265",
"Pakistan","564","Core consumer price inflation, percent change, period average","PCPICORE_PCH_PT","Value","9.57619448","8.32646308","6.54670754","4.18000332","5.16091149","5.83049147","7.95490980","7.95053308","6.63058496","8.50604301","17.94702171",
"West Bank and Gaza","487","Gross official reserves, Cent bank, in months of next year's imports of goods and services, Months","FAFAR_BM_MH","Value","1.13216793","1.05534535","0.88872944","0.44142390","0.59356938","0.70450962","0.97954488","0.82869163","0.81329892","0.82159283",,
"CCA","949","Gross official reserves, Cent bank, in months of next year's imports of goods and services, Months","FAFAR_BM_MH","Value","7.00028066","8.91394756","8.68855886","8.32290706","7.63346026","6.95871215","8.43852405","8.74402327","6.81221294","6.79522261","6.18832812",
"Djibouti","611","Gross official reserves, Cent bank, in months of next year's imports of goods and services, Months","FAFAR_BM_MH","Value","1.57641344","1.53074434","1.49790588","1.10962483","1.59348598","1.12153368","1.73028107","1.57031531","1.34306311","1.18897215","1.03570855",
"Pakistan","564","Gross official reserves, Cent bank, in months of next year's imports of goods and services, Months","FAFAR_BM_MH","Value","1.45180356","2.17405438","3.24038308","3.71668744","2.85050333","1.87032243","1.66586511","2.32888067","2.45681482","1.96272609","0.72067244",
"United Arab Emirates","466","Gross official reserves, Cent bank, in months of next year's imports of goods and services, Months","FAFAR_BM_MH","Value","2.53248801","3.04926984","3.60396446","3.21319787","3.53989221","3.70578443","4.74193698","3.98790173","3.97110433","4.05360589","4.81922939",
