"Country Name","Country Code","Indicator Name","Indicator Code",Attribute,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,
"Sudan","732","Gross international reserves, Central Bank, billions of US Dollars","FAFAR_USD","Value","1422310729.37201000","1282788689.50699020","831516006.72689295","696734603.86597598","724998990.81152892","2256227028.65257980","3045894199.95934010","1616348122.38599990","2339751805.16136980","1498213811.94225000","1492455945.40310030",
"Tunisia","744","Gross domestic product, current prices, billions of US dollars","NGDPD_USD","Value","48681101943.33998900","50273316259.96140300","45778902170.07430300","44360087255.50949900","42167315482.56469700","42686500876.72049700","41905385215.60630000","42539860360.59670300","46688412170.07729300","46360923444.31490300","51270949325.03130300",
"Sudan","732","Broad money, percent change","FMB_PCH_PT","Value","13.07358544","16.99013624","20.87693908","28.25888787","68.78463059","111.82632681","60.07892963","90.58785007","150.85489674","49.44966666","113.14906314",
"Egypt","469","Gross international reserves, Central Bank, billions of US Dollars","FAFAR_USD","Value","14484900000.00000000","16289000000.00000000","19550800000.00000000","17096700000.00000000","30652500000.00000000","43497600000.00000000","43859500000.00000000","37218400000.00000000","39446500000.00000000","31548800000.00000000","32815400000.00000000",
"Bahrain","419","Imports of goods and services, billions of US dollars","BM_USD","Value","28331382978.72340000","26548936170.21279900","22301861702.12770100","21088031914.89360000","23876329787.23410000","27048670212.76599900","25207712765.95750000","23296808510.63830200","27577393617.02130100","33068882978.72340000","28695133106.18579900",
"Turkmenistan","925","Crude oil production, millions of barrels per day","NGDPMO_MBD","Value","230632.19178082","238123.97260274","250401.36986301","234188.77501467","225014.38356164","221632.19178082","201877.39726027","182699.04452055","177061.64383562","174102.73972603","174102.73972603",
"Turkmenistan","925","Total government debt, Gen govt, percent of GDP","GGD_GDP_GDP_PT","Value","15.87697204","12.45545696","14.83651072","19.04322997","19.78096453","18.89758250","15.29306991","13.12046416","10.08462375","5.82507780","5.13050781",
"Turkmenistan","925","Gross domestic product, constant prices, percent change","NGDP_R_PCH_PT","Value","-0.33744602","3.84192917","2.98589299","-0.97673940","4.70690843","0.88160287","-3.38918244","-2.93726467","4.61962646","1.62409591","2.45768431",
"Morocco","686","Total revenue Excl. grants, Gen govt, percent of GDP","GGRXG_GDP_GDP_PT","Value","25.10035277","24.51523884","23.85166944","23.29230367","23.58809987","23.87821327","23.58230613","26.56491436","25.17962971","26.89603613","27.68682253",
"Kuwait","443","Broad money, percent change","FMB_PCH_PT","Value","9.96684299","3.36386041","1.67193562","3.52425841","3.84306685","3.97041913","-1.23606449","-7.30280205","3.38749515","6.06863335","5.71346454",
"Mauritania","682","Total government debt, Gen govt, percent of GDP","GGD_GDP_GDP_PT","Value","40.02295226","48.47141470","58.74678654","56.55471847","54.76163373","57.90284832","55.66956353","55.81993955","51.05401029","50.78756910","49.54195637",
"CCA","949","Total government debt, Gen govt, percent of GDP","GGD_GDP_GDP_PT","Value","13.07131730","14.08354421","20.36260300","20.12548543","23.58261447","23.15926922","23.63306038","29.89379246","28.15261064","24.20498631","24.52716406",
"Afghanistan","512","Balance on Current Account, US Dollars","BCA_USD","Value","291336067.61856002","1350054792.83620000","743824093.41093397","1627063670.74475000","1430658623.83542990","2237211591.09139010","2209412694.51596020","2246571665.32552000",,,,
"Uzbekistan","927","Broad money, percent change","FMB_PCH_PT","Value","22.48729594","15.23182404","24.29628884","23.58343236","40.99124401","13.20145204","13.84815098","17.90118891","30.27764300","34.88372950","23.24654194",
"CCA","949","Current account balance, in percent of GDP","BCA_GDP_GDP_PT","Value","2.15495913","0.21756083","-5.06272873","-6.08819078","-1.99662007","-0.09850352","-1.99312877","-3.92793862","0.59922746","5.97030686","0.42476069",
"Tajikistan","923","Balance on Current Account, US Dollars","BCA_USD","Value","-884792160.85528100","-316454568.73875803","-477074550.79659498","-290826735.94252902","158969310.95047599","-379682458.59978598","-185294843.92771801","335905954.46442199","734734978.32485998","1634601475.49597000","-435147524.50129497",
"West Bank and Gaza","487","Current account balance, in percent of GDP","BCA_GDP_GDP_PT","Value","-14.77266842","-13.58642430","-13.87878961","-13.90746102","-13.20684524","-13.15016650","-10.38491843","-12.25042977","-9.81777017",,,
"Oman","449","Crude oil production, millions of barrels per day","NGDPMO_MBD","Value","942040.07945206","943173.69863014","981101.64383562","1004262.56830601","970569.86301370","978400.00000000","970900.00000000","950680.00000000","971200.00000000","1064200.00000000","1048219.17808219",
"Kyrgyz Republic","917","Imports of goods and services, billions of US dollars","BM_USD","Value","6722856541.77898980","6521250168.40847020","4900915099.13060000","4788927195.86993030","5112945752.03580000","5912789115.06508060","5689803877.56276040","4059659966.29190020","5938343107.48075870","10497919140.03109900","11340432434.84919900",
"Djibouti","611","Broad money, percent change","FMB_PCH_PT","Value","6.93626055","6.48767395","19.02503161","8.76586615","21.91880847","-5.58225556","8.78066001","19.37923779","5.29558052","-1.68907589","3.23869599",
"Algeria","612","Gross domestic product, constant prices, percent change","NGDP_R_PCH_PT","Value","2.80000000","3.80000000","3.70000000","3.20000000","1.40000000","1.20000000","1.00000000","-5.10000000","3.40000000","3.20000000","3.83544243",
"Oman","449","Exports of goods and services, billions of US dollars","BX_USD","Value","59384526412.18689700","56696392851.79341100","39076938249.65119900","31048785068.24379700","36849545177.83270300","46321366928.59539800","43546596596.09770200","35691352884.51550300","46572312960.49279800","69701179652.71440100","65840141722.07710300",
"Tajikistan","923","Gross international reserves, Central Bank, billions of US Dollars","FAFAR_USD","Value","477192318.37938702","510767065.73341298","494298700.17822301","652815361.79723799","1291952788.96791010","1284078301.72489000","1464554928.04959010","2238360340.72772980","2498798957.21287010","3802698461.86011030","3035661129.67608980",
"United Arab Emirates","466","Crude oil exports, millions of barrels per day","NXGOC_MBD","Value","2644307.00348432","2622262.10637626","2440000.00000000","2440000.00000000","2400000.00000000","2610000.00000000","2470000.00000000","2341721.22271341","2280438.35824333","2606738.83619583","2543171.24337204",
"Saudi Arabia","456","Total revenue Excl. grants, Gen govt, percent of GDP","GGRXG_GDP_GDP_PT","Value","40.77154826","36.18169934","24.40459689","20.79877544","23.17966873","28.52591230","29.47399050","28.38770010","29.64161221","30.73192030","29.21613241",
"Iran, Islamic Republic of","429","Gross international reserves, Central Bank, billions of US Dollars","FAFAR_USD","Value","117603185542.76500000","126165659149.46202000","128399000000.00000000","120733000000.00000000","112593000000.00000000","122473000000.00000000","14950812918.53089700","13751751213.34730000","17741313470.68560000","19546138482.93520000","21140611915.14970000",
"Kuwait","443","Current account balance, in percent of GDP","BCA_GDP_GDP_PT","Value","40.30191002","33.43847899","3.50126040","-4.62554000","7.96217489","14.39454028","13.11509506","4.58004444","27.21478468","36.01342304","30.31864819",
"Azerbaijan","912","Balance on Current Account, US Dollars","BCA_USD","Value","12317836000.00000000","10430530000.00000000","-222495000.00000101","-1363404000.00000000","1684559000.00000000","6051077000.00000000","4364886000.00000000","-227567999.99999699","8291580200.00000000","23478081000.00000000","12642864250.60080100",
"Oman","449","Broad money, percent change","FMB_PCH_PT","Value","9.39791056","15.32481675","10.01532662","1.83550447","4.18187594","8.28754037","2.01891911","8.93097562","4.56997171","0.56674316","7.83728176",
"GCC","450","Current account balance, in percent of GDP","BCA_GDP_GDP_PT","Value","21.03271361","14.19043301","-2.32144169","-2.70736828","2.77480352","8.29948017","5.47355254","-1.06268756","8.89891615","16.04577020","9.57185829",
"Azerbaijan","912","Current account balance, in percent of GDP","BCA_GDP_GDP_PT","Value","16.60969988","13.86295696","-0.43760146","-3.60406785","4.07142433","12.84376829","9.06062333","-0.53303352","15.12360771","29.82439687","16.33607682",
"Qatar","453","Gross domestic product, constant prices, percent change","NGDP_R_PCH_PT","Value","5.55610364","5.33434160","4.75332373","3.06410503","-1.49756209","1.23483197","0.68825589","-3.55765167","1.52339332","4.89832026","2.42925487",
"Saudi Arabia","456","Consumer price inflation, percent change, year average","PCPI_PCH_PT","Value","3.52977116","2.23629032","1.20607322","2.06884036","-0.83819458","2.45814158","-2.09333333","3.44545826","3.06328989","2.47407372","2.47266891",
"Afghanistan","512","Gross domestic product, current prices, billions of US dollars","NGDPD_USD","Value","20169747031.28929900","20615672835.27470000","20056765571.53300100","18020072708.21569800","18882930629.18629800","18401412556.95209900","18875752884.28620100","20135547995.21810200","14941282029.42560000",,,
"West Bank and Gaza","487","Total revenue Excl. grants, Gen govt, percent of GDP","GGRXG_GDP_GDP_PT","Value","17.10538893","20.04309731","20.12814640","22.98397828","22.57426861","20.97161508","20.27619824","22.13028842","23.44495579","26.26797539","26.21077857",
"Egypt","469","Imports of goods and services, billions of US dollars","BM_USD","Value","67263600000.00000000","69344700000.00000000","72374400000.00000000","66934000000.00000000","68788900000.00000000","73467500000.00000000","77916500000.00000000","75157500000.00000000","81612200000.00000000","103069400000.00000000","85533360191.15480000",
"MENA","441","Imports of goods and services, billions of US dollars","BM_USD","Value","1173077884522.33010000","1249120294258.49000000","1159569097237.54000000","1105622354732.58010000","1167305834609.12010000","1199720834178.31010000","1198283368418.61010000","1008887501606.05000000","1156231980097.97000000","1405356719468.37990000","1425810887990.84010000",
"Algeria","612","Non-oil revenue, Gen govt, in percent of Non-oil GDP","GGRXO_GDPXO_PT","Value","19.51552667","18.69328921","20.10208125","22.97603699","25.50563700","24.77256722","23.82347418","23.38948988","23.19487744","19.97553417","20.60442015",
"Yemen, Republic of","474","Gross international reserves, Central Bank, billions of US Dollars","FAFAR_USD","Value","4851926684.44682980","4136505112.67216010","1336075427.72192000","1002100000.00000000","920500000.00000000","2983200000.00000000","1653600000.00000000","969600000.00000000","1688000000.00000000","1251000000.00000000","651000000.00000000",
"Jordan","439","Current account balance, in percent of GDP","BCA_GDP_GDP_PT","Value","-10.16885793","-7.07932270","-8.99114082","-9.65433086","-10.55681722","-6.83069329","-1.73654672","-5.74788785","-8.24002938","-8.76504936","-7.55374437",
"Djibouti","611","Gross domestic product, current prices, billions of US dollars","NGDPD_USD","Value","2044440443.16653990","2220637966.25047020","2424391785.59148980","2604955228.78604980","2762581334.33524990","2913464658.20889040","3088851450.50497010","3185150981.22862010","3385825228.87961010","3662120152.42406990","3872953498.56313990",
"Kuwait","443","Total government debt, Gen govt, percent of GDP","GGD_GDP_GDP_PT","Value","3.09198618","3.42918872","4.65345644","9.94354966","20.48341191","15.10120749","11.63429611","11.70407858","8.63281541","3.07699610","3.37602310",
"Jordan","439","Total government debt, Gen govt, percent of GDP","GGD_GDP_GDP_PT","Value","75.58366154","75.01317056","78.42320595","77.43168821","75.65675979","74.30183081","78.01502884","88.19281773","92.13585289","94.08998662","93.76081172",
"Turkmenistan","925","Crude oil exports, millions of barrels per day","NXGOC_MBD","Value","61489.72602740","67935.61643836","85148.63013699","100144.52054794","38720.54794521","131089.72602740","77899.31506849","74845.89041096","70849.31506849","58746.57534247","52978.76712329",
"Armenia","911","Current account balance, in percent of GDP","BCA_GDP_GDP_PT","Value","-7.29670094","-7.75028187","-2.66143293","-0.95684332","-1.26082504","-7.22832145","-7.05682867","-3.99764317","-3.48420319","0.77400407","-1.35776138",
"Georgia","915","Broad money, percent change","FMB_PCH_PT","Value","24.45525639","13.75693579","17.25263989","21.08349317","14.58948579","13.92100157","17.55905166","24.60801575","11.41109870","11.41703649","11.86211343",
"Kyrgyz Republic","917","Total external debt, in percent of GDP","D_GDP_GDP_PT","Value","73.40399423","86.58975558","105.40697235","87.60020511","81.08017648","76.96639892","68.89867209","84.40100307","71.72904755","64.18939035","61.13145284",
"Kazakhstan","916","Gross domestic product, constant prices, percent change","NGDP_R_PCH_PT","Value","5.89931038","4.30005868","1.00021880","0.89979265","3.90062493","4.09957049","4.50030839","-2.60031885","4.10038169","3.29923257","4.55895909",
"Sudan","732","Balance on Current Account, US Dollars","BCA_USD","Value","-5822074152.50929070","-3545466635.30171010","-5460760074.46053980","-4213356633.44094040","-4611258528.43710990","-4678501890.25183010","-4779839384.32884980","-5841223939.45716000","-2620163039.62364010","-3794129786.19622990","-243281510.09540600",
"Oman","449","Total government debt, Gen govt, percent of GDP","GGD_GDP_GDP_PT","Value","4.66054927","4.03868023","13.85657473","29.33806513","40.10569113","44.69099018","52.46382083","67.90217152","61.26449846","40.00019424","38.20822179",
"Qatar","453","Current account balance, in percent of GDP","BCA_GDP_GDP_PT","Value","30.42402978","23.95924642","8.50181661","-5.45006835","3.98856755","9.08293670","2.41529710","-2.06750647","14.64806391","26.69789472","17.63446528",
"Sudan","732","Total external debt, in percent of GDP","D_GDP_GDP_PT","Value","98.26235322","78.26698111","86.48801883","105.57258695","146.00468984","183.00575085","198.73181158","246.13201151","180.29329606","179.16972459","256.65335373",
"Algeria","612","Current account balance, in percent of GDP","BCA_GDP_GDP_PT","Value","0.39806504","-4.41308967","-16.44156210","-16.54239280","-13.33205400","-9.65515758","-9.85069521","-12.82576629","-2.76575377","9.77337170","2.91493085",
"Sudan","732","Consumer price inflation, percent change, year average","PCPI_PCH_PT","Value","36.52234491","36.90664279","16.90957061","17.75025383","32.35162610","63.29250735","50.99405150","163.25830068","359.09214099","138.80845811","256.17244845",
"Tunisia","744","Gross domestic product, constant prices, percent change","NGDP_R_PCH_PT","Value","2.42993090","3.09032806","0.96770318","1.11742586","2.23783868","2.62482840","1.58801276","-8.81787880","4.40536206","2.52176142","1.31232767",
"Mauritania","682","Broad money, percent change","FMB_PCH_PT","Value","13.60181156","8.62054451","0.37038214","7.10333492","13.74888583","13.83232280","11.75156273","21.02442140","20.39994725","3.06231622","8.73427626",
"United Arab Emirates","466","Crude oil production, millions of barrels per day","NGDPMO_MBD","Value","2797000.00000000","2788273.60000000","2875000.00000000","3034829.25046354","2936989.88519824","3005000.00000000","3060765.00000000","2771596.15000000","2632083.33333333","3065250.00000000","2935916.66666667",
"Georgia","915","Total government debt, Gen govt, percent of GDP","GGD_GDP_GDP_PT","Value","29.49286397","30.91801370","36.66591214","40.25532626","39.44594145","38.88550712","40.43390108","60.18986872","49.68372786","39.77226465","39.59078331",
"Iraq","433","Gross domestic product, constant prices, percent change","NGDP_R_PCH_PT","Value","7.62828592","0.73849639","2.53657927","15.19911517","-3.39894750","4.70318884","5.36761313","-12.05506386","1.58026614","6.98294171","-2.73939318",
"MENAP","440","Gross domestic product, constant prices, percent change","NGDP_R_PCH_PT","Value","2.68196640","3.14527962","3.02556150","4.58350131","2.27813301","2.59522169","1.25505693","-2.67822725","4.06614139","5.66221168","1.69230482",
"Tajikistan","923","Exports of goods and services, billions of US dollars","BX_USD","Value","937227359.00000000","836264767.00000000","824698053.00000000","899523470.00000000","1124964688.20000000","1116258706.00000000","1243494480.00000000","1409162182.00000000","2161326665.00000000","1752830055.00000000","1632838638.69543000",
"Mauritania","682","Gross domestic product, current prices, billions of US dollars","NGDPD_USD","Value","7331167626.42103960","6615473322.85272030","6181756956.76772980","6414120834.56461910","6825764615.16013910","7472018578.85310940","8065254798.29170990","8611801195.27836990","9891555777.74872020","9903147383.23624990","10357214366.87940000",
"Jordan","439","Balance on Current Account, US Dollars","BCA_USD","Value","-3508571227.08040000","-2612248236.95346020","-3474311706.62905980","-3856799717.91255000","-4398730606.48801040","-2966713681.24119000","-773906911.14245105","-2508462623.41326000","-3722849083.21579980","-4165021156.55852990","-3778503693.17119980",
"Yemen, Republic of","474","Gross domestic product, current prices, billions of US dollars","NGDPD_USD","Value","40415233436.08159600","43228585321.38749700","42444489460.79560100","31317824906.43579900","26842228804.56050100","21606160777.17359900","21887614845.67170000","20219792781.31440000","19262614111.65470100","23548187528.87070100","21044583619.47580000",
"GCC","450","Imports of goods and services, billions of US dollars","BM_USD","Value","698801312029.62695000","758052952192.74182000","723994082456.01904000","676918055180.00806000","697438823032.06995000","723679240492.30396000","720829348599.60999000","614585760533.14001000","704337913338.07800000","854850636915.27698000","883496618312.80505000",
"West Bank and Gaza","487","Consumer price inflation, percent change, year average","PCPI_PCH_PT","Value","1.72321982","1.73264565","1.43066826","-0.21955723","0.21337245","-0.19545220","1.55667964","-0.71143131","1.23801653","3.74046923","3.35253715",
"Iran, Islamic Republic of","429","Crude oil production, millions of barrels per day","NGDPMO_MBD","Value","2709083.33333333","2764500.00000000","2920916.66666667","3675333.33333333","3814750.00000000","3468888.88888889","2193000.00000000","2024333.33333333","2482500.00000000","2564583.33333333","2692840.92708333",
"Pakistan","564","Total government debt, Gen govt, percent of GDP","GGD_GDP_GDP_PT","Value","58.25782342","57.81717704","57.88583500","60.80878111","60.85596104","64.81953026","77.50451766","79.55884030","73.50793663","76.19777961","76.56882825",
"Turkmenistan","925","Imports of goods and services, billions of US dollars","BM_USD","Value","20562066933.70999900","20799756783.10400000","17524750904.17319900","15638960408.63260100","12199884476.45089700","6445330858.53092960","7227030898.54094120","7512680000.00000000","7499260000.00000000","8363381932.73999980","9000172453.38130950",
"Kyrgyz Republic","917","Current account balance, in percent of GDP","BCA_GDP_GDP_PT","Value","-13.85304591","-17.00029533","-15.85161604","-11.62461861","-6.19744326","-12.05355911","-11.45168102","4.51648663","-7.98429097","-46.49553641","-19.98186321",
"Yemen, Republic of","474","Balance on Current Account, US Dollars","BCA_USD","Value","-1241724276.09902000","568616887.95383406","-1330154993.61912990","-1829438700.50397990","-627917570.07097399","-1164645225.39197990","-1324925677.04046010","-3442228583.36017990","-2972297920.79148050","-4196485821.79899020","-4088741253.24638990",
"Yemen, Republic of","474","Consumer price inflation, percent change, year average","PCPI_PCH_PT","Value","10.96844215","8.15936124","22.00000000","21.30000000","30.40000000","33.64537174","15.68858405","21.67320186","31.46411485","29.51096766","14.90593815",
"Mauritania","682","Current account balance, in percent of GDP","BCA_GDP_GDP_PT","Value","-17.21391366","-22.23147853","-15.46692560","-11.01913321","-9.97753942","-13.05692032","-10.30512034","-6.69202494","-7.82011556","-15.33246727","-9.87648798",
"Kazakhstan","916","Gross domestic product, current prices, billions of US dollars","NGDPD_USD","Value","236634636137.05402000","221415597823.55899000","184388388192.75900000","137289354270.64101000","166805892622.97400000","179339987960.74899000","181667104291.99399000","171082357974.26700000","197112260291.26001000","225528598001.51801000","259292256258.05301000",
"Tunisia","744","Total government debt, Gen govt, percent of GDP","GGD_GDP_GDP_PT","Value","46.74504257","50.73685142","52.40059848","58.90800889","67.09863966","72.90821845","67.29656793","77.62382203","79.94186798","79.77508188","77.83000864",
"Djibouti","611","Gross domestic product, constant prices, percent change","NGDP_R_PCH_PT","Value","5.00064475","7.19298728","7.30898562","7.12343236","5.45809150","4.77433935","5.54508081","1.31648600","4.52234775","3.18527642","5.00000000",
"Libya","672","Crude oil production, millions of barrels per day","NGDPMO_MBD","Value","900000.00000000","460273.97260274","400000.00000000","390164.38356164","810000.00000000","967363.33333333","1100000.00000000","300000.00000000","1206666.66666667","1001250.00000000","1186666.66666667",
"Lebanon","446","Balance on Current Account, US Dollars","BCA_USD","Value","-13121393976.94319900","-13883347875.14440000","-9917536322.46151920","-12041738192.55330100","-13990186692.27080000","-15724880196.55579900","-14203330030.56220200","-3847723322.59093000","-3532428119.43494030","-6270874301.91884040",,
"Iran, Islamic Republic of","429","Exports of goods and services, billions of US dollars","BX_USD","Value","102283000000.00000000","99549000000.00000000","74080000000.00000000","92377000000.00000000","105640000000.00000000","104511000000.00000000","71484000000.00000000","54062000000.00000000","85989000000.00000000","105792857622.69098000","99096720820.38970900",
"Sudan","732","Exports of goods and services, billions of US dollars","BX_USD","Value","6047707928.55506900","6021777924.59669970","4896332965.50146010","4638209737.91508010","5880500847.62069990","4995707338.38465020","5101252297.39816000","5065438285.07997040","6664337809.93703080","6556781824.91133020","1989793610.67618970",
"Bahrain","419","Broad money, percent change","FMB_PCH_PT","Value","9.05853021","6.65142608","2.97540063","1.29850820","4.16654435","2.15869914","11.13920792","6.46837381","4.87865530","3.87074785","4.97713276",
"Saudi Arabia","456","Balance on Current Account, US Dollars","BCA_USD","Value","135442300000.00000000","73758300000.00000000","-56723900000.00000000","-23842700000.00000000","10464100000.00000000","71971700000.00000000","38229800000.00000000","-22814000000.00000000","44323500000.00000000","150753200000.00000000","63591420115.58750200",
"Mauritania","682","Total revenue Excl. grants, Gen govt, percent of GDP","GGRXG_GDP_GDP_PT","Value","18.92751373","21.14908114","21.80028099","19.57970427","20.12505472","21.75897060","18.54151265","18.97880072","19.46894195","22.99311763","21.62979878",
"Pakistan","564","Gross domestic product, constant prices, percent change","NGDP_R_PCH_PT","Value","3.85633730","3.55631317","3.81157452","4.07160889","4.60860283","6.09575854","3.12000253","-0.94333719","5.77048120","6.10266411","-0.47533732",
"Saudi Arabia","456","Gross domestic product, current prices, billions of US dollars","NGDPD_USD","Value","753864266666.66699000","766605600000.00000000","669484800000.00000000","665999466666.66699000","714994400000.00000000","846583733333.33301000","838565333333.33301000","734271466666.66699000","868586133333.33301000","1108148800000.00000000","1069436743639.47010000",
"Iraq","433","Balance on Current Account, US Dollars","BCA_USD","Value","2680867249.62651010","6106319611.04807000","-12348762862.95259900","-13314776750.72470100","-10211870563.43450000","8839738357.77253910","-1678079730.36929040","-27192685065.60920000","14184539361.26230000","45047644582.19190200","-4944264100.76859000",
"Iraq","433","Crude oil production, millions of barrels per day","NGDPMO_MBD","Value","2978916.66666667","3141139.30546595","3718019.47841782","4633250.00000000","4469250.00000000","4410083.33333333","4575916.66666667","3997909.83602151","3971477.71506849","4449500.00000000","4143083.33333333",
"Algeria","612","Imports of goods and services, billions of US dollars","BM_USD","Value","65753787548.05019400","71399171821.71499600","63671072420.57790400","60235546452.76361100","60126162736.60330200","60062816755.14880400","54224657695.53949700","42865132405.08650200","44311553947.61689800","46687217690.73590100","52621700773.46489700",
"Iran, Islamic Republic of","429","Total government debt, Gen govt, percent of GDP","GGD_GDP_GDP_PT","Value","11.75762557","12.58742031","37.02293203","47.90390551","45.04430640","42.94422675","46.66100949","48.27427798","42.40390987","34.12430788","30.55361484",
"CCA","949","Broad money, percent change","FMB_PCH_PT","Value","16.31498872","11.28706241","23.06056602","14.39057819","11.97933643","8.55293686","9.43734050","14.72134083","17.98542153","17.48489997","14.28676510",
"Kyrgyz Republic","917","Gross domestic product, current prices, billions of US dollars","NGDPD_USD","Value","7335033799.26211930","7466915664.60892960","6678177483.42949010","6813095396.14317040","7702942751.42844960","8271106196.04253100","9372060533.84293940","8282734548.80848980","9255674712.63496020","11671687589.04079800","12681162503.06539700",
"United Arab Emirates","466","Gross domestic product, constant prices, percent change","NGDP_R_PCH_PT","Value","5.05552956","4.16567874","6.78680285","5.56148451","0.73508915","1.31386950","1.10837168","-4.95704522","4.35473126","7.85044717","3.38441078",
"United Arab Emirates","466","Total external debt, in percent of GDP","D_GDP_GDP_PT","Value","48.28563747","51.36790259","65.26748463","68.81447501","72.53654580","70.13765866","81.09630216","110.04335318","97.35008062","80.56253807","83.67351612",
"Tunisia","744","Current account balance, in percent of GDP","BCA_GDP_GDP_PT","Value","-9.17498518","-9.32694915","-9.14362164","-8.77490415","-9.67591984","-10.40957220","-7.81223531","-5.89171912","-5.95702643","-8.59405182","-5.77246878",
"GCC","450","Crude oil exports, millions of barrels per day","NXGOC_MBD","Value","13883337.14047060","13330347.64062280","13123879.06849320","13659470.13698630","12889935.61643840","13515436.30384140","13048945.65995600","12277362.78372940","11835444.54951550","13644292.28138610","12487089.80155830",
"MENAP","440","Total government debt, Gen govt, percent of GDP","GGD_GDP_GDP_PT","Value","27.68134785","27.52607096","37.56984618","45.29442534","45.87859948","44.50538212","48.76917043","60.00623080","55.69123692","48.07378104","47.54028123",
"West Bank and Gaza","487","Gross domestic product, constant prices, percent change","NGDP_R_PCH_PT","Value","4.69856987","-0.15786665","3.72129967","8.86461882","1.41936756","1.22707738","1.36268747","-11.31846611","7.01198228","3.93297696","3.00000000",
"MENA","441","Total external debt, in percent of GDP","D_GDP_GDP_PT","Value","25.62219842","26.25177060","33.25464968","38.03980097","41.73499642","43.49204259","51.30073699","64.15683963","56.30672343","48.21668632","46.08149900",
"MENAP","440","Gross international reserves, Central Bank, billions of US Dollars","FAFAR_USD","Value","1502921806972.41970000","1480825772356.13960000","1313842639560.68990000","1175805363310.74000000","1130192084996.65990000","1170801700176.58010000","1068642052539.37000000","995359570344.06299000","1041456852369.68020000","1089700643806.28990000","1114391179792.34010000",
"CCA","949","Exports of goods and services, billions of US dollars","BX_USD","Value","177931944429.30399000","157360919910.54099000","104962384145.46899000","92459858140.02079800","113415501666.88901000","135262083485.87100000","139274423229.91501000","100509888058.67999000","142986500717.82001000","206260873211.91199000","194325856397.77496000",
"Jordan","439","Exports of goods and services, billions of US dollars","BX_USD","Value","14247846262.34129900","15546284908.32160000","14140497884.34409900","13603284908.32160000","14320310296.19179700","15113963328.63190100","16192947813.82230000","10459097320.16930000","13889139633.28630100","20363892806.77010000","20957076888.27349900",
"Georgia","915","Gross domestic product, current prices, billions of US dollars","NGDPD_USD","Value","17188487428.83039900","17627390114.97380100","14953188667.97419700","15141446324.57509800","16241863510.46929900","17599214513.85360000","17476842102.99390000","15845640157.70430000","18624932328.41680100","24605644627.38980500","30022877186.76839800",
"Algeria","612","Crude oil exports, millions of barrels per day","NXGOC_MBD","Value","608453.74525550","505502.93020777","519542.68281989","539143.15685344","529789.04109589","465972.35515996","477041.79487516","360153.61781513","369109.70077955","403690.07672545","424464.86668932",
"Armenia","911","Total revenue Excl. grants, Gen govt, percent of GDP","GGRXG_GDP_GDP_PT","Value","21.96599856","21.74734657","20.94326148","20.85640374","21.00201713","22.11139809","23.73589811","24.38490101","23.93612496","24.09165264","24.43593365",
"Sudan","732","Current account balance, in percent of GDP","BCA_GDP_GDP_PT","Value","-11.00737316","-5.83849517","-8.46186532","-6.49328252","-9.42887394","-13.99401229","-14.23159410","-16.94685333","-7.53189954","-11.24115385","-0.95148698",
"Iraq","433","Total external debt, in percent of GDP","D_GDP_GDP_PT","Value","25.28035470","24.76464108","37.67380013","38.58499945","35.33810738","29.36968640","29.24854160","45.34904356","33.17151041","24.03742090","23.10725917",
"Iran, Islamic Republic of","429","Total external debt, in percent of GDP","D_GDP_GDP_PT","Value","1.59219422","1.16684426","1.86753183","1.90844975","2.76339873","4.45224419","5.37299045","5.13277175","3.09735208","3.16500565","2.98931111",
"Tunisia","744","Total external debt, in percent of GDP","D_GDP_GDP_PT","Value","53.23023555","57.48091179","61.66362044","68.60206426","79.47543211","91.56495454","86.70443495","94.88066903","90.62305884","91.29669935","84.38572556",
"Jordan","439","Total revenue Excl. grants, Gen govt, percent of GDP","GGRXG_GDP_GDP_PT","Value","20.92173170","22.37572830","21.06646148","21.80433926","22.73474468","22.55334017","21.80174592","20.15995222","22.86705508","24.18461153","24.55872354",
"Mauritania","682","Balance on Current Account, US Dollars","BCA_USD","Value","-1261980865.14583990","-1470717531.37203000","-956127749.36994398","-706780519.19055903","-681043355.06419694","-975615512.50764501","-831134212.97536099","-576303883.89517903","-773531092.25331104","-1518396831.17361000","-1022929032.42576990",
"Egypt","469","Broad money, percent change","FMB_PCH_PT","Value","18.39152260","17.05002445","16.41113066","18.63547590","39.32649049","18.37192067","11.84952642","17.47485501","18.01797270","23.48275967","24.69884675",
"Georgia","915","Current account balance, in percent of GDP","BCA_GDP_GDP_PT","Value","-5.55891004","-10.12165221","-11.81702481","-12.45491251","-8.05478978","-6.77422882","-5.86226154","-12.49948123","-10.40229694","-3.97780598","-6.06644943",
"Egypt","469","Consumer price inflation, percent change, year average","PCPI_PCH_PT","Value","6.91554468","10.09349361","10.98786828","10.21236727","23.53357892","20.85101502","13.87491696","5.70047504","4.49972404","8.50026785","23.51619924",
"Saudi Arabia","456","Broad money, percent change","FMB_PCH_PT","Value","10.86562212","11.58295272","2.50842764","0.79105860","0.30360498","2.68528577","7.09386101","8.26777960","7.42355417","8.08001840","8.89302025",
