"Country Name","Country Code","Indicator Name","Indicator Code",Attribute,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,"Base Year",
"Samoa","862","Gross domestic product, constant prices, National Currency, percent change","NGDP_RPCH","Value","0.107292522947142","0.659924824457237","3.85036158777602","7.98386266368257","1.4062801774923","-0.609646342120654","4.4518586280655","-3.10858574453244","-7.08520722161645","-6.02145805729052","5.02052216751079","",
"Tonga","866","Consumer Prices, period average, percent change","PCPI_PCH","Value","0.675348430978167","2.28601609864329","0.0538171753672081","-0.620572368205841","7.20089946814991","6.78175555956356","3.28570456165314","0.42295265027354","1.41372141372175","8.51988519885166","9.68952310266559","",
"Nepal","558","Gross domestic product, constant prices, National Currency, percent change","NGDP_RPCH","Value","3.52515317381925","6.01148284080776","3.97605327398196","0.433113717776991","8.97727935421321","7.62237610768168","6.65705542802834","-2.36962062652862","4.24694014145481","5.83751553397294","4.39579809616244","",
"Taiwan Province of China","528","Consumer Prices, end of period, percent change","PCPIE_PCH","Value","0.338045482483096","0.602348136804496","0.131926121372027","1.69251038816256","1.2158660554116","-0.0590783773139054","1.14285714285714","0.0487044613286549","2.62876058806348","2.71321506498435","1.70000000000001","",
"Myanmar","518","Consumer Prices, end of period, percent change","PCPIE_PCH","Value","6.93413060249779","3.59792184321099","13.5905592836249","3.87715825009988","3.40304296955449","8.5875296840842","9.51124151940784","2.03368640178158","7.27720148344253","20.3753205981585","11.0788154093227","",
"Timor-Leste, Dem. Rep. of","537","Consumer Prices, period average, percent change","PCPI_PCH","Value","9.45062709768636","0.848838206293395","0.646148614181239","-1.46984287886468","0.522976680384051","2.29424307036251","0.892112723028507","0.487563011320722","3.77467105263159","7.00530945399828","3.99999999999999","",
"Myanmar","518","Consumer Prices, period average, percent change","PCPI_PCH","Value","6.38181900897633","5.73897892405398","7.25911207782999","9.09903443818972","4.62247948143854","5.94419623459347","8.62703436375121","5.72531732113845","3.64200971225579","16.2250602234139","14.1792866318618","",
"China, P.R.: Hong Kong","532","Gross domestic product, constant prices, National Currency, percent change","NGDP_RPCH","Value","3.10157433473549","2.7623797690857","2.38774715760366","2.17545126651291","3.79608685610379","2.84687792822815","-1.67239034575601","-6.54478129577512","6.44795767086617","-3.50704115082292","3.46520755966469","",
"Philippines","566","Gross domestic product, constant prices, National Currency, percent change","NGDP_RPCH","Value","6.75052734405045","6.34798641140418","6.34830459915464","7.14946066972465","6.93099331643121","6.34149005422049","6.11851767011264","-9.51830315521259","5.70315321577193","7.59925584414155","6.03323985987882","",
"China, P.R.: Hong Kong","532","Unemployment rate","LUR","Value","3.40068999507146","3.29622071245899","3.31522853043656","3.39277059258692","3.12436804853387","2.80474379503603","2.91639500476453","5.80834502998596","5.17517569243489","4.20000317995357","3.4336032053932","",
"New Zealand","196","Unemployment rate","LUR","Value","5.825","5.425","5.425","5.175","4.75","4.3","4.125","4.6","3.75","3.3","4.2731468292304","",
"Vanuatu","846","Consumer Prices, period average, percent change","PCPI_PCH","Value","1.45893371757923","0.798863838096929","2.48326875660444","0.842069084035054","3.06748466257669","2.3809523809524","2.71317829457364","5.34591194968553","2.34328358208956","4.58390455516347","3.50422697755337","",
"Singapore","576","Unemployment rate","LUR","Value","1.9","1.95","1.9","2.075","2.175","2.1","2.25","3","2.65","2.1","2.1","",
"Solomon Islands","813","Consumer Prices, end of period, percent change","PCPIE_PCH","Value","0.880088008800877","5.77971646673936","3.50515463917526","-2.19123505976096","2.13849287169042","3.78863409770688","2.68972142170991","-2.52572497661366","3.45489443378118","8.4939703153989","4.19785794547544","",
"Maldives","556","Gross domestic product, constant prices, National Currency, percent change","NGDP_RPCH","Value","7.28107403772864","7.32962606103488","2.88454861836132","6.33830053445279","7.20991020320347","8.12312893290285","6.88368877654294","-33.3605187715617","41.7466230552577","12.3257549887628","7.22505354645632","",
"Maldives","556","Balance of Payments, Current Account, Total, Net(BPM6), percent of GDP in U.S. dollars","BCA_GDP_BP6","Value","-4.30288041202048","-3.65559376767892","-7.48734135766596","-23.6384972569893","-21.6301385662412","-28.3800282767137","-26.6128717593446","-35.5318870605909","-7.89442128253051","-18.1127484096441","-16.0022063851361","",
"New Zealand","196","Balance of Payments, Current Account, Total, Net(BPM6), percent of GDP in U.S. dollars","BCA_GDP_BP6","Value","-3.17094238197755","-3.13766022448031","-2.82154708208317","-2.04741944917256","-2.824775893197","-4.19327753315614","-2.87413652383022","-1.03524665231058","-5.9803689533685","-8.88099115786382","-8.57204518748009","",
"Vanuatu","846","Balance of Payments, Current Account, Total, Net(BPM6), percent of GDP in U.S. dollars","BCA_GDP_BP6","Value","-3.47737543937957","4.72962518340669","-7.41140138343146","-2.42671798080442","-6.40959436815648","8.65676973762552","27.838808748255","7.89171725643054","0.84637552193876","-2.17815449344305","-3.63021313420473","",
"Japan","158","Unemployment rate","LUR","Value","4.00833333333335","3.58333333333335","3.375","3.10833333333332","2.825","2.44166666666667","2.35833333333333","2.78333333333333","2.81666666666667","2.55833333333333","2.3","",
"Bangladesh","513","Balance of Payments, Current Account, Total, Net(BPM6), percent of GDP in U.S. dollars","BCA_GDP_BP6","Value","1.32906148288884","0.678893414733004","1.23027698094491","1.60686858171618","-0.453099064509694","-2.97685769953032","-1.27833404177269","-1.45358867969729","-1.09906001563997","-4.06083428678731","-2.1417791976942","",
"Korea, Republic of","542","Consumer Prices, period average, percent change","PCPI_PCH","Value","1.30134754547416","1.27477446401318","0.706331772455779","0.971685739912208","1.9443323078636","1.47583935002643","0.383000303608051","0.537288023411818","2.49833333333299","5.0878876079286","3.54185500092902","",
"Samoa","862","Balance of Payments, Current Account, Total, Net(BPM6), percent of GDP in U.S. dollars","BCA_GDP_BP6","Value","-1.45382117240741","-8.63147093948176","-2.63509958220039","-4.23251107664617","-1.79266492864632","0.80097716249939","2.83924826237288","0.170738519592202","-14.6149162524932","-11.6326237093117","-3.31747700885081","",
"Malaysia","548","Balance of Payments, Current Account, Total, Net(BPM6), percent of GDP in U.S. dollars","BCA_GDP_BP6","Value","3.43489025588407","4.3267975155058","2.98696272795322","2.39316184643157","2.79061276242248","2.23068865005249","3.4981293522077","4.16721248236953","3.79845830000805","2.63981676382297","2.60796034274167","",
"Australia","193","Consumer Prices, end of period, percent change","PCPIE_PCH","Value","2.64705882352941","1.71919770773639","1.69014084507042","1.38504155124654","2.09471766848816","1.69491525423729","1.84210526315789","0.861326442721792","3.5866780529462","7.83182192910141","3.95726899099999","",
"Samoa","862","Consumer Prices, period average, percent change","PCPI_PCH","Value","-0.207134637514416","-1.23769987699879","1.92262785086044","0.0733232521299204","1.34629086208036","3.68344444341603","2.18898297312638","1.47998767168959","-3.0103567573169","8.74995842368845","10.0000000000002","",
"Japan","158","Consumer Prices, period average, percent change","PCPI_PCH","Value","0.33163825265014","2.75833564963979","0.799048194546759","-0.12383586819778","0.486529750964116","0.989484306307119","0.468720068593126","-0.0260657051192553","-0.234566342956607","2.49656488831767","2.73314165675507","",
"Korea, Republic of","542","Consumer Prices, end of period, percent change","PCPIE_PCH","Value","1.14347708163819","0.833431657531456","1.13184264834159","1.33796150205113","1.40748583172448","1.32039550451392","0.738473350305082","0.6127217481122","3.69779726901227","5.03652441368704","2.7","",
"Taiwan Province of China","528","Balance of Payments, Current Account, Total, Net(BPM6), percent of GDP in U.S. dollars","BCA_GDP_BP6","Value","9.73539771101067","11.3214689424259","13.6140254492112","13.1212518544291","14.062693000085","11.6354707022029","10.6287973027345","14.1938592698317","14.7691018604275","13.355933689507","11.8674722347583","",
"Marshall Islands, Republic of","867","Balance of Payments, Current Account, Total, Net(BPM6), percent of GDP in U.S. dollars","BCA_GDP_BP6","Value","-6.7265231957922","1.96835599840171","15.5708914428041","13.4631324514366","5.00176857959027","5.01716387438558","-24.5211420379102","22.1647125644483","7.62749209251269","-7.57340087060415","-2.85066523035027","",
"Mongolia","948","Balance of Payments, Current Account, Total, Net(BPM6), percent of GDP in U.S. dollars","BCA_GDP_BP6","Value","-37.6075657868883","-15.8207840804993","-8.16238181260198","-6.27278071254836","-10.0641535400361","-16.7088811593169","-15.2162859813721","-5.0673851072582","-12.8156880715641","-15.7630622867606","-14.0475481166656","",
"Thailand","578","Balance of Payments, Current Account, Total, Net(BPM6), percent of GDP in U.S. dollars","BCA_GDP_BP6","Value","-2.10138791400514","2.8580400539222","6.91847368246156","10.5050278386825","9.62751873102906","5.62216700377978","7.03342986094881","4.18230167439644","-2.10595618237041","-3.25987075835381","1.15851980143957","",
"Philippines","566","Unemployment rate","LUR","Value","7.075","6.8","6.275","5.475","5.725","5.325","5.1","10.4","7.78333333333333","5.4","5.25833333333333","",
"Brunei Darussalam","516","Balance of Payments, Current Account, Total, Net(BPM6), percent of GDP in U.S. dollars","BCA_GDP_BP6","Value","20.8832245309954","30.709426046046","16.6780000419779","12.8957666481644","16.3626214162212","6.90683580931287","6.64322691682768","4.27899453554496","11.2075929335136","26.5461788479702","16.5176611121863","",
"Cambodia","522","Consumer Prices, end of period, percent change","PCPIE_PCH","Value","4.67538580506338","1.04003391833903","2.84766064582577","3.87473263850253","2.23050097004179","1.63230140526947","3.07241130445739","2.87579883300918","3.70236326806213","2.87583537782778","2.98997269854227","",
"Singapore","576","Balance of Payments, Current Account, Total, Net(BPM6), percent of GDP in U.S. dollars","BCA_GDP_BP6","Value","15.7071875902089","17.9502135491878","18.6930222903094","17.7724480306165","18.1378090732291","15.7165300054649","16.154657184097","16.4514349336955","18.0214175741994","19.331957414686","15.5000000000002","",
"Brunei Darussalam","516","Consumer Prices, period average, percent change","PCPI_PCH","Value","0.389205051391696","-0.20710872475548","-0.488347423970154","-0.278693264259563","-1.26050565013932","1.02505179728342","-0.390522072068114","1.94031997246098","1.7334138792735","3.68253659663863","2","",
"Taiwan Province of China","528","Consumer Prices, period average, percent change","PCPI_PCH","Value","0.793023455623258","1.19509346790218","-0.304931979952024","1.39244463596158","0.620828159765995","1.34994119887997","0.559750277831927","-0.238905908451911","1.97121376265643","2.94759040475448","1.92","",
"Tonga","866","Gross domestic product, constant prices, National Currency, percent change","NGDP_RPCH","Value","0.312321349805439","2.01638696275429","1.17419432138208","6.57100810235448","3.32242087693911","0.24122442379864","0.706462605992616","0.488649248401261","-2.66749016606102","-1.95804757961573","2.50608693996258","",
"Micronesia, Federated States of","868","Consumer Prices, end of period, percent change","PCPIE_PCH","Value","0.961753384841446","0.666317572798559","-0.664571787728216","-0.740852899641859","1.02112534347018","2.49181274039846","1.3009441489065","-0.327971540329902","4.06860218748279","5.02009347324679","4.73918020174207","",
"Timor-Leste, Dem. Rep. of","537","Gross domestic product, constant prices, National Currency, percent change","NGDP_RPCH","Value","3.06825959782378","4.5120406887393","2.76107977290694","3.38536007320231","-3.05762487242135","-0.689947449010341","2.08148354045631","-8.28200179915792","2.85256737143526","3.29999999999958","2.20000000000016","",
"China, P.R.: Hong Kong","532","Consumer Prices, period average, percent change","PCPI_PCH","Value","4.33799342105254","4.42364532019709","2.99084819322581","2.40930743862214","1.49387243939532","2.40613432046537","2.88320853773994","0.25096202108081","1.5687583444589","1.88136707196912","2.29999999999967","",
"Taiwan Province of China","528","Unemployment rate","LUR","Value","4.18","3.96","3.78","3.92","3.76","3.71","3.73","3.85","3.95","3.66","3.66","",
"Marshall Islands, Republic of","867","Consumer Prices, end of period, percent change","PCPIE_PCH","Value","0.768302602408168","1.28932438863819","-3.84269622229155","-0.778698725211761","1.0176827179946","0.693800366586848","-1.65841251128824","1.54061387056561","2.93237977761745","0","2.19999999999971","",
"India","534","Consumer Prices, end of period, percent change","PCPIE_PCH","Value","7.66319772942289","5.27240773286468","5.25876460767946","3.56859635210151","4.59418070444104","2.46461688628625","6.66825434627267","4.86715784773409","6.34447519693398","6.25156613602342","4.47562194721134","",
"Thailand","578","Consumer Prices, period average, percent change","PCPI_PCH","Value","2.18548365741933","1.89428949027805","-0.899442193248708","0.188193428627602","0.665124102424025","1.06530958439358","0.705797442008768","-0.846687833862553","1.23128902934119","6.07741228434318","2.84300466111202","",
"Bhutan","514","Balance of Payments, Current Account, Total, Net(BPM6), percent of GDP in U.S. dollars","BCA_GDP_BP6","Value","-26.001858867058","-27.5171265739105","-27.8923141085846","-31.647853715226","-23.5750877224191","-18.4070843420936","-20.4856961617317","-15.7970116043037","-11.9811969505687","-32.0726913075263","-29.0157278503313","",
"Australia","193","Gross domestic product, constant prices, National Currency, percent change","NGDP_RPCH","Value","2.20326385634069","2.55967431114548","2.28312253789633","2.69085995870518","2.38287149710064","2.81541722718193","1.94346920205458","-1.81351382097537","5.19596780223039","3.66100077050414","1.59571674244086","",
"Australia","193","Balance of Payments, Current Account, Total, Net(BPM6), percent of GDP in U.S. dollars","BCA_GDP_BP6","Value","-3.35157100707151","-3.02718373437977","-4.62040443644762","-3.26245853043948","-2.55773452883342","-2.18423932813429","0.368280117793411","2.19453583410628","3.04585587527261","1.20109893161241","1.38449807375626","",
"Maldives","556","Consumer Prices, period average, percent change","PCPI_PCH","Value","3.99719593072969","2.44849852729866","1.37131467448897","0.801399849138961","2.27198351378659","1.36680251909672","1.32597695977742","-1.59390428274829","0.213054309500684","2.60077022885003","5.23606487679243","",
"Timor-Leste, Dem. Rep. of","537","Consumer Prices, end of period, percent change","PCPIE_PCH","Value","4.03397027600849","0.306122448979589","-0.610376398779241","0","0.614124872057312","2.13631739572737","0.298804780876491","1.19165839126117","5.29931305201177","6.89655172413794","3.99999999999999","",
"Tuvalu","869","Gross domestic product, constant prices, National Currency, percent change","NGDP_RPCH","Value","3.80490749238463","1.66735664601726","9.37888354359349","4.74584768025052","3.27959330813096","1.38725073701505","13.8219844304344","-4.27483167471406","1.80406238690083","0.677334627842038","4.26817009769676","",
"Palau","565","Gross domestic product, constant prices, National Currency, percent change","NGDP_RPCH","Value","-1.613144638085","4.43828766662275","9.63097447765293","3.68044838132263","-3.40000000000012","0.0487895627396129","0.360637378205431","-7.52132374601097","-12.1019910358848","-2.87000796290432","8.69999999999977","",
"New Zealand","196","Consumer Prices, end of period, percent change","PCPIE_PCH","Value","1.62536824585432","0.757581230230958","0.0835769286706742","1.33550015248254","1.59440604638214","1.88866799204728","1.85365853658566","1.43678160919567","5.94900849858298","7.21925133689844","3.33209000000029","",
"Palau","565","Consumer Prices, end of period, percent change","PCPIE_PCH","Value","3.70271988260256","3.83935222854453","0.299311731377143","0.356382553771871","0.657072002084007","2.64713509564915","-0.374380287132928","0.554283661107375","4.63228711661025","7.47922437673131","6.19999999999999","",
"Brunei Darussalam","516","Consumer Prices, end of period, percent change","PCPIE_PCH","Value","0.157102068450355","1.22949893534993","-1.39217380989242","-0.627376423958384","-0.460061816224917","-0.00641619754947742","0.273402034771375","1.9998740300211","2.18636663105351","3.28896187546498","2","",
"Brunei Darussalam","516","Unemployment rate","LUR","Value","7.7","6.9","7.7","8.5","9.3","8.69956780485597","6.82219345728407","6.82219345728407","6.82219345728407","6.82219345728407","6.82219345728406","",
"Micronesia, Federated States of","868","Consumer Prices, period average, percent change","PCPI_PCH","Value","2.13815805106577","0.723572809987014","0.033595070233984","-0.916286515345301","0.0977990006531992","1.04022822599775","2.20928918521875","0.964073770510937","1.77213622880662","5.02009347324685","4.73918020174262","",
"Thailand","578","Unemployment rate","LUR","Value","0.7","0.8","0.9","1","1.2","1.1","1","2","1.5","1","1","",
"Fiji","819","Consumer Prices, period average, percent change","PCPI_PCH","Value","2.90870794554829","0.519306474578496","1.37488542621431","3.86322538221311","3.34757834757805","4.08147637644554","1.77310182460299","-2.59524325887404","0.155855722131729","4.52019266394976","3.49999999999998","",
"Bangladesh","513","Consumer Prices, period average, percent change","PCPI_PCH","Value","6.77664017705442","7.34944123702826","6.40543703918904","5.91626420654107","5.44024561270542","5.78252445332755","5.47458277970125","5.64761146855949","5.55765641582408","6.1496770018373","8.61304704761704","",
"Brunei Darussalam","516","Gross domestic product, constant prices, National Currency, percent change","NGDP_RPCH","Value","-2.12499507326223","-2.50788721489626","-0.405207787126985","-2.46536035882399","1.32872651322024","0.0523710544671247","3.86884415900436","1.13357341125488","-1.59076248075973","-1.50961952115252","3.2631313130442","",
"New Zealand","196","Consumer Prices, period average, percent change","PCPI_PCH","Value","1.13441729709522","1.22753079465319","0.292696855873386","0.646224817742278","1.85078250182188","1.59829703801721","1.61963190184008","1.7145617000725","3.94112060778702","7.17222476016489","5.45022645780016","",
"Lao People's Democratic Republic","544","Gross domestic product, constant prices, National Currency, percent change","NGDP_RPCH","Value","8.0263002264265","7.61196344066161","7.26959177507826","7.02309187411005","6.85111755054174","6.28903315187294","4.65200000000037","-0.434963150438769","2.06138687732148","2.25213536039141","3.96702351956353","",
"Bangladesh","513","Gross domestic product, constant prices, National Currency, percent change","NGDP_RPCH","Value","6.01356662529809","6.06113795737845","6.55259787369099","7.11354064927549","6.59025995015948","7.31941229933884","7.88190218540252","3.44802562762527","6.93867912442446","7.09982877575156","5.5","",
"Solomon Islands","813","Gross domestic product, constant prices, National Currency, percent change","NGDP_RPCH","Value","5.23653299073139","1.18594739538483","1.67835482446218","5.55584985220422","3.07735544157943","2.7449682074452","1.74854998294098","-3.3818584341856","-0.565229656108451","-4.07083316427798","2.50644027430776","",
"Papua New Guinea","853","Consumer Prices, period average, percent change","PCPI_PCH","Value","4.96031746031737","5.22211720226851","5.99595778127104","6.67372881355924","5.42204568023835","4.41161390566961","3.92867290939608","4.87167398565551","4.48540639013938","6.60000000000002","5.39999999999996","",
"Fiji","819","Gross domestic product, constant prices, National Currency, percent change","NGDP_RPCH","Value","4.73422033743241","5.6035148093671","4.50201810843242","2.44475296721192","5.35363107429258","3.8126372191541","-0.582026223162998","-17.0006960311595","-5.1110457491251","14.5201832008653","6.98471905236926","",
"Vanuatu","846","Gross domestic product, constant prices, National Currency, percent change","NGDP_RPCH","Value","0.463390415135097","3.13686729438693","0.36652207538922","4.68875636558563","6.31730538443075","2.90023027256445","3.24118765540442","-4.99249142889525","0.64812263278757","1.85010087316341","3.46180505209337","",
"Sri Lanka","524","Consumer Prices, period average, percent change","PCPI_PCH","Value","6.93863319386297","2.7632865992827","2.23685254223845","3.98789665606394","6.5806162799373","4.27021351067524","4.30345753608621","4.55715756951593","5.95912336862792","46.3630025563561","28.5141137673454","",
"Japan","158","Consumer Prices, end of period, percent change","PCPIE_PCH","Value","1.39696702645481","2.55133585686527","0.197449521240383","0.266953750434476","0.549633848181118","0.871663694361765","0.518877596096011","-0.903780975463983","0.524182938046873","3.88070940430053","2.31815736299979","",
"Micronesia, Federated States of","868","Gross domestic product, constant prices, purchasing power parity, per capita, percent change","NGDP_R_PPP_PC_PCH","Value","-3.84776393104083","-2.47570859929619","4.43991826180576","0.724680736873654","2.50357280857227","0.0373495800113418","1.0239720534129","-1.98908038079819","-3.41504548883571","-0.803563098736249","2.66144724453426","",
